source,target,type
dark_oak_planks,dark_oak_slab,minecraft:crafting_shaped
dark_oak_planks,dark_oak_stairs,minecraft:crafting_shaped
dark_oak_planks,dark_oak_trapdoor,minecraft:crafting_shaped
dark_oak_log,dark_oak_wood,minecraft:crafting_shaped
black_dye,dark_prismarine,minecraft:crafting_shaped
prismarine_shard,dark_prismarine,minecraft:crafting_shaped
dark_prismarine,dark_prismarine_slab,minecraft:crafting_shaped
dark_prismarine,dark_prismarine_slab,minecraft:stonecutting
dark_prismarine,dark_prismarine_stairs,minecraft:crafting_shaped
dark_prismarine,dark_prismarine_stairs,minecraft:stonecutting
glass,daylight_detector,minecraft:crafting_shaped
quartz,daylight_detector,minecraft:crafting_shaped
wooden_slabs,daylight_detector,minecraft:crafting_shaped
brick,decorated_pot,minecraft:crafting_shaped
cobbled_deepslate,deepslate,minecraft:smelting
polished_deepslate,deepslate_bricks,minecraft:crafting_shaped
cobbled_deepslate,deepslate_bricks,minecraft:stonecutting
deepslate,deepslate_bricks,minecraft:stonecutting
polished_deepslate,deepslate_bricks,minecraft:stonecutting
deepslate_bricks,deepslate_brick_slab,minecraft:crafting_shaped
cobbled_deepslate,deepslate_brick_slab,minecraft:stonecutting
deepslate_bricks,deepslate_brick_slab,minecraft:stonecutting
deepslate,deepslate_brick_slab,minecraft:stonecutting
polished_deepslate,deepslate_brick_slab,minecraft:stonecutting
deepslate_bricks,deepslate_brick_stairs,minecraft:crafting_shaped
cobbled_deepslate,deepslate_brick_stairs,minecraft:stonecutting
deepslate_bricks,deepslate_brick_stairs,minecraft:stonecutting
deepslate,deepslate_brick_stairs,minecraft:stonecutting
polished_deepslate,deepslate_brick_stairs,minecraft:stonecutting
deepslate_bricks,deepslate_brick_wall,minecraft:crafting_shaped
cobbled_deepslate,deepslate_brick_wall,minecraft:stonecutting
deepslate_bricks,deepslate_brick_wall,minecraft:stonecutting
deepslate,deepslate_brick_wall,minecraft:stonecutting
polished_deepslate,deepslate_brick_wall,minecraft:stonecutting
deepslate_bricks,deepslate_tiles,minecraft:crafting_shaped
cobbled_deepslate,deepslate_tiles,minecraft:stonecutting
deepslate_bricks,deepslate_tiles,minecraft:stonecutting
deepslate,deepslate_tiles,minecraft:stonecutting
polished_deepslate,deepslate_tiles,minecraft:stonecutting
deepslate_tiles,deepslate_tile_slab,minecraft:crafting_shaped
cobbled_deepslate,deepslate_tile_slab,minecraft:stonecutting
deepslate_bricks,deepslate_tile_slab,minecraft:stonecutting
deepslate,deepslate_tile_slab,minecraft:stonecutting
deepslate_tiles,deepslate_tile_slab,minecraft:stonecutting
polished_deepslate,deepslate_tile_slab,minecraft:stonecutting
deepslate_tiles,deepslate_tile_stairs,minecraft:crafting_shaped
cobbled_deepslate,deepslate_tile_stairs,minecraft:stonecutting
deepslate_bricks,deepslate_tile_stairs,minecraft:stonecutting
deepslate,deepslate_tile_stairs,minecraft:stonecutting
deepslate_tiles,deepslate_tile_stairs,minecraft:stonecutting
polished_deepslate,deepslate_tile_stairs,minecraft:stonecutting
deepslate_tiles,deepslate_tile_wall,minecraft:crafting_shaped
cobbled_deepslate,deepslate_tile_wall,minecraft:stonecutting
deepslate_bricks,deepslate_tile_wall,minecraft:stonecutting
deepslate,deepslate_tile_wall,minecraft:stonecutting
deepslate_tiles,deepslate_tile_wall,minecraft:stonecutting
polished_deepslate,deepslate_tile_wall,minecraft:stonecutting
stone_pressure_plate,detector_rail,minecraft:crafting_shaped
redstone,detector_rail,minecraft:crafting_shaped
iron_ingot,detector_rail,minecraft:crafting_shaped
diamond_block,diamond,minecraft:crafting_shapeless
stick,diamond_axe,minecraft:crafting_shaped
diamond_tool_materials,diamond_axe,minecraft:crafting_shaped
diamond,diamond_block,minecraft:crafting_shaped
diamond,diamond_boots,minecraft:crafting_shaped
diamond,diamond_chestplate,minecraft:crafting_shaped
deepslate_diamond_ore,diamond,minecraft:blasting
diamond_ore,diamond,minecraft:blasting
deepslate_diamond_ore,diamond,minecraft:smelting
diamond_ore,diamond,minecraft:smelting
diamond,diamond_helmet,minecraft:crafting_shaped
stick,diamond_hoe,minecraft:crafting_shaped
diamond_tool_materials,diamond_hoe,minecraft:crafting_shaped
diamond,diamond_leggings,minecraft:crafting_shaped
stick,diamond_pickaxe,minecraft:crafting_shaped
diamond_tool_materials,diamond_pickaxe,minecraft:crafting_shaped
stick,diamond_shovel,minecraft:crafting_shaped
diamond_tool_materials,diamond_shovel,minecraft:crafting_shaped
stick,diamond_spear,minecraft:crafting_shaped
diamond_tool_materials,diamond_spear,minecraft:crafting_shaped
stick,diamond_sword,minecraft:crafting_shaped
diamond_tool_materials,diamond_sword,minecraft:crafting_shaped
cobblestone,diorite,minecraft:crafting_shaped
quartz,diorite,minecraft:crafting_shaped
diorite,diorite_slab,minecraft:crafting_shaped
diorite,diorite_slab,minecraft:stonecutting
diorite,diorite_stairs,minecraft:crafting_shaped
diorite,diorite_stairs,minecraft:stonecutting
diorite,diorite_wall,minecraft:crafting_shaped
diorite,diorite_wall,minecraft:stonecutting
cobblestone,dispenser,minecraft:crafting_shaped
redstone,dispenser,minecraft:crafting_shaped
bow,dispenser,minecraft:crafting_shaped
ghast_tear,dried_ghast,minecraft:crafting_shaped
soul_sand,dried_ghast,minecraft:crafting_shaped
dried_kelp_block,dried_kelp,minecraft:crafting_shapeless
dried_kelp,dried_kelp_block,minecraft:crafting_shaped
kelp,dried_kelp,minecraft:campfire_cooking
kelp,dried_kelp,minecraft:smelting
kelp,dried_kelp,minecraft:smoking
pointed_dripstone,dripstone_block,minecraft:crafting_shaped
cobblestone,dropper,minecraft:crafting_shaped
redstone,dropper,minecraft:crafting_shaped
diamond,dune_armor_trim_smithing_template,minecraft:crafting_shaped
sandstone,dune_armor_trim_smithing_template,minecraft:crafting_shaped
dune_armor_trim_smithing_template,dune_armor_trim_smithing_template,minecraft:crafting_shaped
black_dye,black_bed,minecraft:crafting_shapeless
white_bed,black_bed,minecraft:crafting_shapeless
orange_bed,black_bed,minecraft:crafting_shapeless
magenta_bed,black_bed,minecraft:crafting_shapeless
light_blue_bed,black_bed,minecraft:crafting_shapeless
yellow_bed,black_bed,minecraft:crafting_shapeless
lime_bed,black_bed,minecraft:crafting_shapeless
pink_bed,black_bed,minecraft:crafting_shapeless
gray_bed,black_bed,minecraft:crafting_shapeless
light_gray_bed,black_bed,minecraft:crafting_shapeless
cyan_bed,black_bed,minecraft:crafting_shapeless
purple_bed,black_bed,minecraft:crafting_shapeless
blue_bed,black_bed,minecraft:crafting_shapeless
brown_bed,black_bed,minecraft:crafting_shapeless
green_bed,black_bed,minecraft:crafting_shapeless
red_bed,black_bed,minecraft:crafting_shapeless
black_dye,black_carpet,minecraft:crafting_shapeless
white_carpet,black_carpet,minecraft:crafting_shapeless
orange_carpet,black_carpet,minecraft:crafting_shapeless
magenta_carpet,black_carpet,minecraft:crafting_shapeless
light_blue_carpet,black_carpet,minecraft:crafting_shapeless
yellow_carpet,black_carpet,minecraft:crafting_shapeless
lime_carpet,black_carpet,minecraft:crafting_shapeless
pink_carpet,black_carpet,minecraft:crafting_shapeless
gray_carpet,black_carpet,minecraft:crafting_shapeless
light_gray_carpet,black_carpet,minecraft:crafting_shapeless
cyan_carpet,black_carpet,minecraft:crafting_shapeless
purple_carpet,black_carpet,minecraft:crafting_shapeless
blue_carpet,black_carpet,minecraft:crafting_shapeless
brown_carpet,black_carpet,minecraft:crafting_shapeless
green_carpet,black_carpet,minecraft:crafting_shapeless
red_carpet,black_carpet,minecraft:crafting_shapeless
black_dye,black_harness,minecraft:crafting_shapeless
white_harness,black_harness,minecraft:crafting_shapeless
orange_harness,black_harness,minecraft:crafting_shapeless
magenta_harness,black_harness,minecraft:crafting_shapeless
light_blue_harness,black_harness,minecraft:crafting_shapeless
yellow_harness,black_harness,minecraft:crafting_shapeless
lime_harness,black_harness,minecraft:crafting_shapeless
pink_harness,black_harness,minecraft:crafting_shapeless
gray_harness,black_harness,minecraft:crafting_shapeless
light_gray_harness,black_harness,minecraft:crafting_shapeless
cyan_harness,black_harness,minecraft:crafting_shapeless
purple_harness,black_harness,minecraft:crafting_shapeless
blue_harness,black_harness,minecraft:crafting_shapeless
brown_harness,black_harness,minecraft:crafting_shapeless
green_harness,black_harness,minecraft:crafting_shapeless
red_harness,black_harness,minecraft:crafting_shapeless
black_dye,black_wool,minecraft:crafting_shapeless
white_wool,black_wool,minecraft:crafting_shapeless
orange_wool,black_wool,minecraft:crafting_shapeless
magenta_wool,black_wool,minecraft:crafting_shapeless
light_blue_wool,black_wool,minecraft:crafting_shapeless
yellow_wool,black_wool,minecraft:crafting_shapeless
lime_wool,black_wool,minecraft:crafting_shapeless
pink_wool,black_wool,minecraft:crafting_shapeless
gray_wool,black_wool,minecraft:crafting_shapeless
light_gray_wool,black_wool,minecraft:crafting_shapeless
cyan_wool,black_wool,minecraft:crafting_shapeless
purple_wool,black_wool,minecraft:crafting_shapeless
blue_wool,black_wool,minecraft:crafting_shapeless
brown_wool,black_wool,minecraft:crafting_shapeless
green_wool,black_wool,minecraft:crafting_shapeless
red_wool,black_wool,minecraft:crafting_shapeless
blue_dye,blue_bed,minecraft:crafting_shapeless
white_bed,blue_bed,minecraft:crafting_shapeless
orange_bed,blue_bed,minecraft:crafting_shapeless
magenta_bed,blue_bed,minecraft:crafting_shapeless
light_blue_bed,blue_bed,minecraft:crafting_shapeless
yellow_bed,blue_bed,minecraft:crafting_shapeless
lime_bed,blue_bed,minecraft:crafting_shapeless
pink_bed,blue_bed,minecraft:crafting_shapeless
gray_bed,blue_bed,minecraft:crafting_shapeless
light_gray_bed,blue_bed,minecraft:crafting_shapeless
cyan_bed,blue_bed,minecraft:crafting_shapeless
purple_bed,blue_bed,minecraft:crafting_shapeless
brown_bed,blue_bed,minecraft:crafting_shapeless
green_bed,blue_bed,minecraft:crafting_shapeless
red_bed,blue_bed,minecraft:crafting_shapeless
black_bed,blue_bed,minecraft:crafting_shapeless
blue_dye,blue_carpet,minecraft:crafting_shapeless
white_carpet,blue_carpet,minecraft:crafting_shapeless
orange_carpet,blue_carpet,minecraft:crafting_shapeless
magenta_carpet,blue_carpet,minecraft:crafting_shapeless
light_blue_carpet,blue_carpet,minecraft:crafting_shapeless
yellow_carpet,blue_carpet,minecraft:crafting_shapeless
lime_carpet,blue_carpet,minecraft:crafting_shapeless
pink_carpet,blue_carpet,minecraft:crafting_shapeless
gray_carpet,blue_carpet,minecraft:crafting_shapeless
light_gray_carpet,blue_carpet,minecraft:crafting_shapeless
cyan_carpet,blue_carpet,minecraft:crafting_shapeless
purple_carpet,blue_carpet,minecraft:crafting_shapeless
brown_carpet,blue_carpet,minecraft:crafting_shapeless
green_carpet,blue_carpet,minecraft:crafting_shapeless
red_carpet,blue_carpet,minecraft:crafting_shapeless
black_carpet,blue_carpet,minecraft:crafting_shapeless
blue_dye,blue_harness,minecraft:crafting_shapeless
white_harness,blue_harness,minecraft:crafting_shapeless
orange_harness,blue_harness,minecraft:crafting_shapeless
magenta_harness,blue_harness,minecraft:crafting_shapeless
light_blue_harness,blue_harness,minecraft:crafting_shapeless
yellow_harness,blue_harness,minecraft:crafting_shapeless
lime_harness,blue_harness,minecraft:crafting_shapeless
pink_harness,blue_harness,minecraft:crafting_shapeless
gray_harness,blue_harness,minecraft:crafting_shapeless
light_gray_harness,blue_harness,minecraft:crafting_shapeless
cyan_harness,blue_harness,minecraft:crafting_shapeless
purple_harness,blue_harness,minecraft:crafting_shapeless
brown_harness,blue_harness,minecraft:crafting_shapeless
green_harness,blue_harness,minecraft:crafting_shapeless
red_harness,blue_harness,minecraft:crafting_shapeless
black_harness,blue_harness,minecraft:crafting_shapeless
blue_dye,blue_wool,minecraft:crafting_shapeless
white_wool,blue_wool,minecraft:crafting_shapeless
orange_wool,blue_wool,minecraft:crafting_shapeless
magenta_wool,blue_wool,minecraft:crafting_shapeless
light_blue_wool,blue_wool,minecraft:crafting_shapeless
yellow_wool,blue_wool,minecraft:crafting_shapeless
lime_wool,blue_wool,minecraft:crafting_shapeless
pink_wool,blue_wool,minecraft:crafting_shapeless
gray_wool,blue_wool,minecraft:crafting_shapeless
light_gray_wool,blue_wool,minecraft:crafting_shapeless
cyan_wool,blue_wool,minecraft:crafting_shapeless
purple_wool,blue_wool,minecraft:crafting_shapeless
brown_wool,blue_wool,minecraft:crafting_shapeless
green_wool,blue_wool,minecraft:crafting_shapeless
red_wool,blue_wool,minecraft:crafting_shapeless
black_wool,blue_wool,minecraft:crafting_shapeless
brown_dye,brown_bed,minecraft:crafting_shapeless
white_bed,brown_bed,minecraft:crafting_shapeless
orange_bed,brown_bed,minecraft:crafting_shapeless
magenta_bed,brown_bed,minecraft:crafting_shapeless
light_blue_bed,brown_bed,minecraft:crafting_shapeless
yellow_bed,brown_bed,minecraft:crafting_shapeless
lime_bed,brown_bed,minecraft:crafting_shapeless
pink_bed,brown_bed,minecraft:crafting_shapeless
gray_bed,brown_bed,minecraft:crafting_shapeless
light_gray_bed,brown_bed,minecraft:crafting_shapeless
cyan_bed,brown_bed,minecraft:crafting_shapeless
purple_bed,brown_bed,minecraft:crafting_shapeless
blue_bed,brown_bed,minecraft:crafting_shapeless
green_bed,brown_bed,minecraft:crafting_shapeless
red_bed,brown_bed,minecraft:crafting_shapeless
black_bed,brown_bed,minecraft:crafting_shapeless
brown_dye,brown_carpet,minecraft:crafting_shapeless
white_carpet,brown_carpet,minecraft:crafting_shapeless
orange_carpet,brown_carpet,minecraft:crafting_shapeless
magenta_carpet,brown_carpet,minecraft:crafting_shapeless
light_blue_carpet,brown_carpet,minecraft:crafting_shapeless
yellow_carpet,brown_carpet,minecraft:crafting_shapeless
lime_carpet,brown_carpet,minecraft:crafting_shapeless
pink_carpet,brown_carpet,minecraft:crafting_shapeless
gray_carpet,brown_carpet,minecraft:crafting_shapeless
light_gray_carpet,brown_carpet,minecraft:crafting_shapeless
cyan_carpet,brown_carpet,minecraft:crafting_shapeless
purple_carpet,brown_carpet,minecraft:crafting_shapeless
blue_carpet,brown_carpet,minecraft:crafting_shapeless
green_carpet,brown_carpet,minecraft:crafting_shapeless
red_carpet,brown_carpet,minecraft:crafting_shapeless
black_carpet,brown_carpet,minecraft:crafting_shapeless
brown_dye,brown_harness,minecraft:crafting_shapeless
white_harness,brown_harness,minecraft:crafting_shapeless
orange_harness,brown_harness,minecraft:crafting_shapeless
magenta_harness,brown_harness,minecraft:crafting_shapeless
light_blue_harness,brown_harness,minecraft:crafting_shapeless
yellow_harness,brown_harness,minecraft:crafting_shapeless
lime_harness,brown_harness,minecraft:crafting_shapeless
pink_harness,brown_harness,minecraft:crafting_shapeless
gray_harness,brown_harness,minecraft:crafting_shapeless
light_gray_harness,brown_harness,minecraft:crafting_shapeless
cyan_harness,brown_harness,minecraft:crafting_shapeless
purple_harness,brown_harness,minecraft:crafting_shapeless
blue_harness,brown_harness,minecraft:crafting_shapeless
green_harness,brown_harness,minecraft:crafting_shapeless
red_harness,brown_harness,minecraft:crafting_shapeless
black_harness,brown_harness,minecraft:crafting_shapeless
brown_dye,brown_wool,minecraft:crafting_shapeless
white_wool,brown_wool,minecraft:crafting_shapeless
orange_wool,brown_wool,minecraft:crafting_shapeless
magenta_wool,brown_wool,minecraft:crafting_shapeless
light_blue_wool,brown_wool,minecraft:crafting_shapeless
yellow_wool,brown_wool,minecraft:crafting_shapeless
lime_wool,brown_wool,minecraft:crafting_shapeless
pink_wool,brown_wool,minecraft:crafting_shapeless
gray_wool,brown_wool,minecraft:crafting_shapeless
light_gray_wool,brown_wool,minecraft:crafting_shapeless
cyan_wool,brown_wool,minecraft:crafting_shapeless
purple_wool,brown_wool,minecraft:crafting_shapeless
blue_wool,brown_wool,minecraft:crafting_shapeless
green_wool,brown_wool,minecraft:crafting_shapeless
red_wool,brown_wool,minecraft:crafting_shapeless
black_wool,brown_wool,minecraft:crafting_shapeless
cyan_dye,cyan_bed,minecraft:crafting_shapeless
white_bed,cyan_bed,minecraft:crafting_shapeless
orange_bed,cyan_bed,minecraft:crafting_shapeless
magenta_bed,cyan_bed,minecraft:crafting_shapeless
light_blue_bed,cyan_bed,minecraft:crafting_shapeless
yellow_bed,cyan_bed,minecraft:crafting_shapeless
lime_bed,cyan_bed,minecraft:crafting_shapeless
pink_bed,cyan_bed,minecraft:crafting_shapeless
gray_bed,cyan_bed,minecraft:crafting_shapeless
light_gray_bed,cyan_bed,minecraft:crafting_shapeless
purple_bed,cyan_bed,minecraft:crafting_shapeless
blue_bed,cyan_bed,minecraft:crafting_shapeless
brown_bed,cyan_bed,minecraft:crafting_shapeless
green_bed,cyan_bed,minecraft:crafting_shapeless
red_bed,cyan_bed,minecraft:crafting_shapeless
black_bed,cyan_bed,minecraft:crafting_shapeless
cyan_dye,cyan_carpet,minecraft:crafting_shapeless
white_carpet,cyan_carpet,minecraft:crafting_shapeless
orange_carpet,cyan_carpet,minecraft:crafting_shapeless
magenta_carpet,cyan_carpet,minecraft:crafting_shapeless
light_blue_carpet,cyan_carpet,minecraft:crafting_shapeless
yellow_carpet,cyan_carpet,minecraft:crafting_shapeless
lime_carpet,cyan_carpet,minecraft:crafting_shapeless
pink_carpet,cyan_carpet,minecraft:crafting_shapeless
gray_carpet,cyan_carpet,minecraft:crafting_shapeless
light_gray_carpet,cyan_carpet,minecraft:crafting_shapeless
purple_carpet,cyan_carpet,minecraft:crafting_shapeless
blue_carpet,cyan_carpet,minecraft:crafting_shapeless
brown_carpet,cyan_carpet,minecraft:crafting_shapeless
green_carpet,cyan_carpet,minecraft:crafting_shapeless
red_carpet,cyan_carpet,minecraft:crafting_shapeless
black_carpet,cyan_carpet,minecraft:crafting_shapeless
cyan_dye,cyan_harness,minecraft:crafting_shapeless
white_harness,cyan_harness,minecraft:crafting_shapeless
orange_harness,cyan_harness,minecraft:crafting_shapeless
magenta_harness,cyan_harness,minecraft:crafting_shapeless
light_blue_harness,cyan_harness,minecraft:crafting_shapeless
yellow_harness,cyan_harness,minecraft:crafting_shapeless
lime_harness,cyan_harness,minecraft:crafting_shapeless
pink_harness,cyan_harness,minecraft:crafting_shapeless
gray_harness,cyan_harness,minecraft:crafting_shapeless
light_gray_harness,cyan_harness,minecraft:crafting_shapeless
purple_harness,cyan_harness,minecraft:crafting_shapeless
blue_harness,cyan_harness,minecraft:crafting_shapeless
brown_harness,cyan_harness,minecraft:crafting_shapeless
green_harness,cyan_harness,minecraft:crafting_shapeless
red_harness,cyan_harness,minecraft:crafting_shapeless
black_harness,cyan_harness,minecraft:crafting_shapeless
cyan_dye,cyan_wool,minecraft:crafting_shapeless
white_wool,cyan_wool,minecraft:crafting_shapeless
orange_wool,cyan_wool,minecraft:crafting_shapeless
magenta_wool,cyan_wool,minecraft:crafting_shapeless
light_blue_wool,cyan_wool,minecraft:crafting_shapeless
yellow_wool,cyan_wool,minecraft:crafting_shapeless
lime_wool,cyan_wool,minecraft:crafting_shapeless
pink_wool,cyan_wool,minecraft:crafting_shapeless
gray_wool,cyan_wool,minecraft:crafting_shapeless
light_gray_wool,cyan_wool,minecraft:crafting_shapeless
purple_wool,cyan_wool,minecraft:crafting_shapeless
blue_wool,cyan_wool,minecraft:crafting_shapeless
brown_wool,cyan_wool,minecraft:crafting_shapeless
green_wool,cyan_wool,minecraft:crafting_shapeless
red_wool,cyan_wool,minecraft:crafting_shapeless
black_wool,cyan_wool,minecraft:crafting_shapeless
gray_dye,gray_bed,minecraft:crafting_shapeless
white_bed,gray_bed,minecraft:crafting_shapeless
orange_bed,gray_bed,minecraft:crafting_shapeless
magenta_bed,gray_bed,minecraft:crafting_shapeless
light_blue_bed,gray_bed,minecraft:crafting_shapeless
yellow_bed,gray_bed,minecraft:crafting_shapeless
lime_bed,gray_bed,minecraft:crafting_shapeless
pink_bed,gray_bed,minecraft:crafting_shapeless
light_gray_bed,gray_bed,minecraft:crafting_shapeless
cyan_bed,gray_bed,minecraft:crafting_shapeless
purple_bed,gray_bed,minecraft:crafting_shapeless
blue_bed,gray_bed,minecraft:crafting_shapeless
brown_bed,gray_bed,minecraft:crafting_shapeless
green_bed,gray_bed,minecraft:crafting_shapeless
red_bed,gray_bed,minecraft:crafting_shapeless
black_bed,gray_bed,minecraft:crafting_shapeless
gray_dye,gray_carpet,minecraft:crafting_shapeless
white_carpet,gray_carpet,minecraft:crafting_shapeless
orange_carpet,gray_carpet,minecraft:crafting_shapeless
magenta_carpet,gray_carpet,minecraft:crafting_shapeless
light_blue_carpet,gray_carpet,minecraft:crafting_shapeless
yellow_carpet,gray_carpet,minecraft:crafting_shapeless
lime_carpet,gray_carpet,minecraft:crafting_shapeless
pink_carpet,gray_carpet,minecraft:crafting_shapeless
light_gray_carpet,gray_carpet,minecraft:crafting_shapeless
cyan_carpet,gray_carpet,minecraft:crafting_shapeless
purple_carpet,gray_carpet,minecraft:crafting_shapeless
blue_carpet,gray_carpet,minecraft:crafting_shapeless
brown_carpet,gray_carpet,minecraft:crafting_shapeless
green_carpet,gray_carpet,minecraft:crafting_shapeless
red_carpet,gray_carpet,minecraft:crafting_shapeless
black_carpet,gray_carpet,minecraft:crafting_shapeless
gray_dye,gray_harness,minecraft:crafting_shapeless
white_harness,gray_harness,minecraft:crafting_shapeless
orange_harness,gray_harness,minecraft:crafting_shapeless
magenta_harness,gray_harness,minecraft:crafting_shapeless
light_blue_harness,gray_harness,minecraft:crafting_shapeless
yellow_harness,gray_harness,minecraft:crafting_shapeless
lime_harness,gray_harness,minecraft:crafting_shapeless
pink_harness,gray_harness,minecraft:crafting_shapeless
light_gray_harness,gray_harness,minecraft:crafting_shapeless
cyan_harness,gray_harness,minecraft:crafting_shapeless
purple_harness,gray_harness,minecraft:crafting_shapeless
blue_harness,gray_harness,minecraft:crafting_shapeless
brown_harness,gray_harness,minecraft:crafting_shapeless
green_harness,gray_harness,minecraft:crafting_shapeless
red_harness,gray_harness,minecraft:crafting_shapeless
black_harness,gray_harness,minecraft:crafting_shapeless
gray_dye,gray_wool,minecraft:crafting_shapeless
white_wool,gray_wool,minecraft:crafting_shapeless
orange_wool,gray_wool,minecraft:crafting_shapeless
magenta_wool,gray_wool,minecraft:crafting_shapeless
light_blue_wool,gray_wool,minecraft:crafting_shapeless
yellow_wool,gray_wool,minecraft:crafting_shapeless
lime_wool,gray_wool,minecraft:crafting_shapeless
pink_wool,gray_wool,minecraft:crafting_shapeless
light_gray_wool,gray_wool,minecraft:crafting_shapeless
cyan_wool,gray_wool,minecraft:crafting_shapeless
purple_wool,gray_wool,minecraft:crafting_shapeless
blue_wool,gray_wool,minecraft:crafting_shapeless
brown_wool,gray_wool,minecraft:crafting_shapeless
green_wool,gray_wool,minecraft:crafting_shapeless
red_wool,gray_wool,minecraft:crafting_shapeless
black_wool,gray_wool,minecraft:crafting_shapeless
green_dye,green_bed,minecraft:crafting_shapeless
white_bed,green_bed,minecraft:crafting_shapeless
orange_bed,green_bed,minecraft:crafting_shapeless
magenta_bed,green_bed,minecraft:crafting_shapeless
light_blue_bed,green_bed,minecraft:crafting_shapeless
yellow_bed,green_bed,minecraft:crafting_shapeless
lime_bed,green_bed,minecraft:crafting_shapeless
pink_bed,green_bed,minecraft:crafting_shapeless
gray_bed,green_bed,minecraft:crafting_shapeless
light_gray_bed,green_bed,minecraft:crafting_shapeless
cyan_bed,green_bed,minecraft:crafting_shapeless
purple_bed,green_bed,minecraft:crafting_shapeless
blue_bed,green_bed,minecraft:crafting_shapeless
brown_bed,green_bed,minecraft:crafting_shapeless
red_bed,green_bed,minecraft:crafting_shapeless
black_bed,green_bed,minecraft:crafting_shapeless
green_dye,green_carpet,minecraft:crafting_shapeless
white_carpet,green_carpet,minecraft:crafting_shapeless
orange_carpet,green_carpet,minecraft:crafting_shapeless
magenta_carpet,green_carpet,minecraft:crafting_shapeless
light_blue_carpet,green_carpet,minecraft:crafting_shapeless
yellow_carpet,green_carpet,minecraft:crafting_shapeless
lime_carpet,green_carpet,minecraft:crafting_shapeless
pink_carpet,green_carpet,minecraft:crafting_shapeless
gray_carpet,green_carpet,minecraft:crafting_shapeless
light_gray_carpet,green_carpet,minecraft:crafting_shapeless
cyan_carpet,green_carpet,minecraft:crafting_shapeless
purple_carpet,green_carpet,minecraft:crafting_shapeless
blue_carpet,green_carpet,minecraft:crafting_shapeless
brown_carpet,green_carpet,minecraft:crafting_shapeless
red_carpet,green_carpet,minecraft:crafting_shapeless
black_carpet,green_carpet,minecraft:crafting_shapeless
green_dye,green_harness,minecraft:crafting_shapeless
white_harness,green_harness,minecraft:crafting_shapeless
orange_harness,green_harness,minecraft:crafting_shapeless
magenta_harness,green_harness,minecraft:crafting_shapeless
light_blue_harness,green_harness,minecraft:crafting_shapeless
yellow_harness,green_harness,minecraft:crafting_shapeless
lime_harness,green_harness,minecraft:crafting_shapeless
pink_harness,green_harness,minecraft:crafting_shapeless
gray_harness,green_harness,minecraft:crafting_shapeless
light_gray_harness,green_harness,minecraft:crafting_shapeless
cyan_harness,green_harness,minecraft:crafting_shapeless
purple_harness,green_harness,minecraft:crafting_shapeless
blue_harness,green_harness,minecraft:crafting_shapeless
brown_harness,green_harness,minecraft:crafting_shapeless
red_harness,green_harness,minecraft:crafting_shapeless
black_harness,green_harness,minecraft:crafting_shapeless
green_dye,green_wool,minecraft:crafting_shapeless
white_wool,green_wool,minecraft:crafting_shapeless
orange_wool,green_wool,minecraft:crafting_shapeless
magenta_wool,green_wool,minecraft:crafting_shapeless
light_blue_wool,green_wool,minecraft:crafting_shapeless
yellow_wool,green_wool,minecraft:crafting_shapeless
lime_wool,green_wool,minecraft:crafting_shapeless
pink_wool,green_wool,minecraft:crafting_shapeless
gray_wool,green_wool,minecraft:crafting_shapeless
light_gray_wool,green_wool,minecraft:crafting_shapeless
cyan_wool,green_wool,minecraft:crafting_shapeless
purple_wool,green_wool,minecraft:crafting_shapeless
blue_wool,green_wool,minecraft:crafting_shapeless
brown_wool,green_wool,minecraft:crafting_shapeless
red_wool,green_wool,minecraft:crafting_shapeless
black_wool,green_wool,minecraft:crafting_shapeless
light_blue_dye,light_blue_bed,minecraft:crafting_shapeless
white_bed,light_blue_bed,minecraft:crafting_shapeless
orange_bed,light_blue_bed,minecraft:crafting_shapeless
magenta_bed,light_blue_bed,minecraft:crafting_shapeless
yellow_bed,light_blue_bed,minecraft:crafting_shapeless
lime_bed,light_blue_bed,minecraft:crafting_shapeless
pink_bed,light_blue_bed,minecraft:crafting_shapeless
gray_bed,light_blue_bed,minecraft:crafting_shapeless
light_gray_bed,light_blue_bed,minecraft:crafting_shapeless
cyan_bed,light_blue_bed,minecraft:crafting_shapeless
purple_bed,light_blue_bed,minecraft:crafting_shapeless
blue_bed,light_blue_bed,minecraft:crafting_shapeless
brown_bed,light_blue_bed,minecraft:crafting_shapeless
green_bed,light_blue_bed,minecraft:crafting_shapeless
red_bed,light_blue_bed,minecraft:crafting_shapeless
black_bed,light_blue_bed,minecraft:crafting_shapeless
light_blue_dye,light_blue_carpet,minecraft:crafting_shapeless
white_carpet,light_blue_carpet,minecraft:crafting_shapeless
orange_carpet,light_blue_carpet,minecraft:crafting_shapeless
magenta_carpet,light_blue_carpet,minecraft:crafting_shapeless
yellow_carpet,light_blue_carpet,minecraft:crafting_shapeless
lime_carpet,light_blue_carpet,minecraft:crafting_shapeless
pink_carpet,light_blue_carpet,minecraft:crafting_shapeless
gray_carpet,light_blue_carpet,minecraft:crafting_shapeless
light_gray_carpet,light_blue_carpet,minecraft:crafting_shapeless
cyan_carpet,light_blue_carpet,minecraft:crafting_shapeless
purple_carpet,light_blue_carpet,minecraft:crafting_shapeless
blue_carpet,light_blue_carpet,minecraft:crafting_shapeless
brown_carpet,light_blue_carpet,minecraft:crafting_shapeless
