id,version,colorGroup
oak_wood,1.3.1,pre_1_8
observer,1.11,1.9-1.12
obsidian,1.0.0,pre_1_8
open_eyeblossom,1.21.2,1.19+
orange_banner,1.8,pre_1_8
orange_bed,1.12,1.9-1.12
orange_candle,1.17,1.16-1.18
orange_carpet,1.6.1,pre_1_8
orange_concrete_powder,1.12,1.9-1.12
orange_dye,1.0.0,pre_1_8
orange_glazed_terracotta,1.12,1.9-1.12
orange_harness,1.21.5,1.19+
orange_stained_glass,1.7.2,pre_1_8
orange_stained_glass_pane,1.7.2,pre_1_8
orange_terracotta,1.6.1,pre_1_8
orange_tulip,1.6.1,pre_1_8
orange_wool,1.0.0,pre_1_8
oxeye_daisy,1.6.1,pre_1_8
oxidized_chiseled_copper,1.20.3,1.19+
oxidized_copper,1.17,1.16-1.18
oxidized_copper_bars,1.21.9,1.19+
oxidized_copper_bulb,1.20.3,1.19+
oxidized_copper_chain,1.21.9,1.19+
oxidized_copper_chest,1.21.9,1.19+
oxidized_copper_door,1.20.3,1.19+
oxidized_copper_golem_statue,1.21.9,1.19+
oxidized_copper_grate,1.20.3,1.19+
oxidized_copper_lantern,1.21.9,1.19+
oxidized_copper_trapdoor,1.20.3,1.19+
oxidized_cut_copper,1.17,1.16-1.18
oxidized_cut_copper_slab,1.17,1.16-1.18
oxidized_cut_copper_stairs,1.17,1.16-1.18
oxidized_lightning_rod,1.21.9,1.19+
packed_ice,1.6.1,pre_1_8
packed_mud,1.19,1.19+
painting,1.0.0,pre_1_8
pale_moss_block,1.21.2,1.19+
pale_moss_carpet,1.21.2,1.19+
pale_oak_boat,1.21.2,1.19+
pale_oak_button,1.21.2,1.19+
pale_oak_chest_boat,1.21.2,1.19+
pale_oak_door,1.21.2,1.19+
pale_oak_fence,1.21.2,1.19+
pale_oak_fence_gate,1.21.2,1.19+
pale_oak_hanging_sign,1.21.2,1.19+
pale_oak_log,1.21.2,1.19+
pale_oak_planks,1.21.2,1.19+
pale_oak_pressure_plate,1.21.2,1.19+
pale_oak_shelf,1.21.9,1.19+
pale_oak_sign,1.21.2,1.19+
pale_oak_slab,1.21.2,1.19+
pale_oak_stairs,1.21.2,1.19+
pale_oak_trapdoor,1.21.2,1.19+
pale_oak_wood,1.21.2,1.19+
paper,1.0.0,pre_1_8
peony,1.6.1,pre_1_8
pink_banner,1.8,pre_1_8
pink_bed,1.12,1.9-1.12
pink_candle,1.17,1.16-1.18
pink_carpet,1.6.1,pre_1_8
pink_concrete_powder,1.12,1.9-1.12
pink_dye,1.0.0,pre_1_8
pink_glazed_terracotta,1.12,1.9-1.12
pink_harness,1.21.5,1.19+
pink_petals,1.19.4,1.19+
pink_stained_glass,1.7.2,pre_1_8
pink_stained_glass_pane,1.7.2,pre_1_8
pink_terracotta,1.6.1,pre_1_8
pink_tulip,1.6.1,pre_1_8
pink_wool,1.0.0,pre_1_8
piston,1.0.0,pre_1_8
pitcher_plant,1.20,1.19+
pointed_dripstone,1.17,1.16-1.18
polished_andesite,1.7.4,pre_1_8
polished_andesite_slab,1.14,1.13-1.15
polished_andesite_stairs,1.14,1.13-1.15
polished_basalt,1.16,1.16-1.18
polished_blackstone,1.16,1.16-1.18
polished_blackstone_brick_slab,1.16,1.16-1.18
polished_blackstone_brick_stairs,1.16,1.16-1.18
polished_blackstone_brick_wall,1.16,1.16-1.18
polished_blackstone_bricks,1.16,1.16-1.18
polished_blackstone_button,1.16,1.16-1.18
polished_blackstone_pressure_plate,1.16,1.16-1.18
polished_blackstone_slab,1.16,1.16-1.18
polished_blackstone_stairs,1.16,1.16-1.18
polished_blackstone_wall,1.16,1.16-1.18
polished_cinnabar,26.2,1.19+
polished_cinnabar_slab,26.2,1.19+
polished_cinnabar_stairs,26.2,1.19+
polished_cinnabar_wall,26.2,1.19+
polished_deepslate,1.17,1.16-1.18
polished_deepslate_slab,1.17,1.16-1.18
polished_deepslate_stairs,1.17,1.16-1.18
polished_deepslate_wall,1.17,1.16-1.18
polished_diorite,1.7.4,pre_1_8
polished_diorite_slab,1.14,1.13-1.15
polished_diorite_stairs,1.14,1.13-1.15
polished_granite,1.7.4,pre_1_8
polished_granite_slab,1.14,1.13-1.15
polished_granite_stairs,1.14,1.13-1.15
polished_sulfur,26.2,1.19+
polished_sulfur_slab,26.2,1.19+
polished_sulfur_stairs,26.2,1.19+
polished_sulfur_wall,26.2,1.19+
polished_tuff,1.20.3,1.19+
polished_tuff_slab,1.20.3,1.19+
polished_tuff_stairs,1.20.3,1.19+
polished_tuff_wall,1.20.3,1.19+
popped_chorus_fruit,1.9,1.9-1.12
poppy,1.0.0,pre_1_8
porkchop,1.0.0,pre_1_8
potato,1.4.2,pre_1_8
potent_sulfur,26.2,1.19+
powered_rail,1.0.0,pre_1_8
prismarine,1.8,pre_1_8
prismarine_brick_slab,1.13,1.13-1.15
prismarine_brick_stairs,1.13,1.13-1.15
prismarine_bricks,1.8,pre_1_8
prismarine_crystals,1.8,pre_1_8
prismarine_shard,1.8,pre_1_8
prismarine_slab,1.13,1.13-1.15
prismarine_stairs,1.13,1.13-1.15
prismarine_wall,1.14,1.13-1.15
pumpkin,1.13,1.13-1.15
pumpkin_pie,1.4.2,pre_1_8
pumpkin_seeds,1.0.0,pre_1_8
purple_banner,1.8,pre_1_8
purple_bed,1.12,1.9-1.12
purple_candle,1.17,1.16-1.18
purple_carpet,1.6.1,pre_1_8
purple_concrete_powder,1.12,1.9-1.12
purple_dye,1.0.0,pre_1_8
purple_glazed_terracotta,1.12,1.9-1.12
purple_harness,1.21.5,1.19+
purple_stained_glass,1.7.2,pre_1_8
purple_stained_glass_pane,1.7.2,pre_1_8
purple_terracotta,1.6.1,pre_1_8
purple_wool,1.0.0,pre_1_8
purpur_block,1.9,1.9-1.12
purpur_pillar,1.9,1.9-1.12
purpur_slab,1.9,1.9-1.12
purpur_stairs,1.9,1.9-1.12
quartz,1.5,pre_1_8
quartz_block,1.5,pre_1_8
quartz_bricks,1.16,1.16-1.18
quartz_pillar,1.5,pre_1_8
quartz_slab,1.5,pre_1_8
quartz_stairs,1.5,pre_1_8
rabbit,1.8,pre_1_8
rabbit_hide,1.8,pre_1_8
rabbit_stew,1.8,pre_1_8
rail,1.0.0,pre_1_8
raiser_armor_trim_smithing_template,1.20,1.19+
raw_copper,1.17,1.16-1.18
raw_copper_block,1.17,1.16-1.18
raw_gold,1.17,1.16-1.18
raw_gold_block,1.17,1.16-1.18
raw_iron,1.17,1.16-1.18
raw_iron_block,1.17,1.16-1.18
recovery_compass,1.19,1.19+
red_banner,1.8,pre_1_8
red_bed,1.0.0,pre_1_8
red_candle,1.17,1.16-1.18
red_carpet,1.6.1,pre_1_8
red_concrete_powder,1.12,1.9-1.12
red_dye,1.0.0,pre_1_8
red_glazed_terracotta,1.12,1.9-1.12
red_harness,1.21.5,1.19+
red_mushroom,1.0.0,pre_1_8
red_nether_brick_slab,1.14,1.13-1.15
red_nether_brick_stairs,1.14,1.13-1.15
red_nether_brick_wall,1.14,1.13-1.15
red_nether_bricks,1.10,1.9-1.12
red_sand,1.7.2,pre_1_8
red_sandstone,1.8,pre_1_8
red_sandstone_slab,1.8,pre_1_8
red_sandstone_stairs,1.8,pre_1_8
red_sandstone_wall,1.14,1.13-1.15
red_stained_glass,1.7.2,pre_1_8
red_stained_glass_pane,1.7.2,pre_1_8
red_terracotta,1.6.1,pre_1_8
red_tulip,1.6.1,pre_1_8
red_wool,1.0.0,pre_1_8
redstone,1.0.0,pre_1_8
redstone_block,1.5,pre_1_8
redstone_lamp,1.2.1,pre_1_8
redstone_ore,1.0.0,pre_1_8
redstone_torch,1.0.0,pre_1_8
repeater,1.0.0,pre_1_8
resin_block,1.21.2,1.19+
resin_brick,1.21.2,1.19+
resin_brick_slab,1.21.2,1.19+
resin_brick_stairs,1.21.2,1.19+
resin_brick_wall,1.21.2,1.19+
resin_bricks,1.21.2,1.19+
resin_clump,1.21.2,1.19+
respawn_anchor,1.16,1.16-1.18
rib_armor_trim_smithing_template,1.19.4,1.19+
rose_bush,1.6.1,pre_1_8
saddle,1.0.0,pre_1_8
salmon,1.6.1,pre_1_8
sand,1.0.0,pre_1_8
sandstone,1.0.0,pre_1_8
sandstone_slab,1.0.0,pre_1_8
sandstone_stairs,1.3.1,pre_1_8
sandstone_wall,1.14,1.13-1.15
scaffolding,1.14,1.13-1.15
sculk_sensor,1.17,1.16-1.18
sea_lantern,1.8,pre_1_8
sea_pickle,1.13,1.13-1.15
sentry_armor_trim_smithing_template,1.19.4,1.19+
shaper_armor_trim_smithing_template,1.20,1.19+
shears,1.0.0,pre_1_8
shield,1.9,1.9-1.12
shulker_box,1.13,1.13-1.15
shulker_shell,1.11,1.9-1.12
silence_armor_trim_smithing_template,1.20,1.19+
skull_banner_pattern,1.14,1.13-1.15
slime_ball,1.0.0,pre_1_8
slime_block,1.7.4,pre_1_8
smithing_table,1.14,1.13-1.15
smoker,1.14,1.13-1.15
smooth_basalt,1.17,1.16-1.18
smooth_quartz,1.5,pre_1_8
smooth_quartz_slab,1.14,1.13-1.15
smooth_quartz_stairs,1.14,1.13-1.15
smooth_red_sandstone,1.8,pre_1_8
smooth_red_sandstone_slab,1.14,1.13-1.15
smooth_red_sandstone_stairs,1.14,1.13-1.15
smooth_sandstone,1.5,pre_1_8
smooth_sandstone_slab,1.14,1.13-1.15
smooth_sandstone_stairs,1.14,1.13-1.15
smooth_stone,1.0.0,pre_1_8
smooth_stone_slab,1.0.0,pre_1_8
snout_armor_trim_smithing_template,1.19.4,1.19+
snow,1.0.0,pre_1_8
snow_block,1.0.0,pre_1_8
snowball,1.0.0,pre_1_8
soul_campfire,1.16,1.16-1.18
soul_lantern,1.16,1.16-1.18
soul_sand,1.0.0,pre_1_8
soul_torch,1.16,1.16-1.18
spectral_arrow,1.9,1.9-1.12
spider_eye,1.0.0,pre_1_8
spire_armor_trim_smithing_template,1.19.4,1.19+
sponge,1.0.0,pre_1_8
spruce_boat,1.9,1.9-1.12
spruce_button,1.13,1.13-1.15
spruce_chest_boat,1.19,1.19+
spruce_door,1.8,pre_1_8
spruce_fence,1.8,pre_1_8
spruce_fence_gate,1.8,pre_1_8
spruce_hanging_sign,1.19.3,1.19+
spruce_log,1.0.0,pre_1_8
spruce_planks,1.2.4,pre_1_8
spruce_pressure_plate,1.13,1.13-1.15
spruce_shelf,1.21.9,1.19+
spruce_sign,1.14,1.13-1.15
spruce_slab,1.3.1,pre_1_8
spruce_stairs,1.3.1,pre_1_8
spruce_trapdoor,1.13,1.13-1.15
spruce_wood,1.3.1,pre_1_8
spyglass,1.17,1.16-1.18
stick,1.0.0,pre_1_8
sticky_piston,1.0.0,pre_1_8
stone,Cave game tech test,pre_1_8
stone_axe,1.0.0,pre_1_8
stone_brick_slab,1.0.0,pre_1_8
stone_brick_stairs,1.0.0,pre_1_8
stone_brick_wall,1.14,1.13-1.15
stone_bricks,1.0.0,pre_1_8
stone_button,1.0.0,pre_1_8
stone_hoe,1.0.0,pre_1_8
stone_pickaxe,1.0.0,pre_1_8
stone_pressure_plate,1.0.0,pre_1_8
stone_shovel,1.0.0,pre_1_8
stone_slab,1.14,1.13-1.15
stone_spear,1.21.9,1.19+
stone_stairs,1.14,1.13-1.15
stone_sword,1.0.0,pre_1_8
stonecutter,1.14,1.13-1.15
string,1.0.0,pre_1_8
stripped_acacia_log,1.13,1.13-1.15
stripped_acacia_wood,1.13,1.13-1.15
stripped_bamboo_block,1.19.3,1.19+
stripped_birch_log,1.13,1.13-1.15
stripped_birch_wood,1.13,1.13-1.15
stripped_cherry_log,1.19.4,1.19+
stripped_cherry_wood,1.19.4,1.19+
stripped_crimson_hyphae,1.16,1.16-1.18
stripped_crimson_stem,1.16,1.16-1.18
stripped_dark_oak_log,1.13,1.13-1.15
stripped_dark_oak_wood,1.13,1.13-1.15
stripped_jungle_log,1.13,1.13-1.15
stripped_jungle_wood,1.13,1.13-1.15
stripped_mangrove_log,1.19,1.19+
stripped_mangrove_wood,1.19,1.19+
stripped_oak_log,1.13,1.13-1.15
stripped_oak_wood,1.13,1.13-1.15
stripped_pale_oak_log,1.21.2,1.19+
stripped_pale_oak_wood,1.21.2,1.19+
stripped_spruce_log,1.13,1.13-1.15
stripped_spruce_wood,1.13,1.13-1.15
stripped_warped_hyphae,1.16,1.16-1.18
stripped_warped_stem,1.16,1.16-1.18
sugar,1.0.0,pre_1_8
sugar_cane,1.0.0,pre_1_8
sulfur,26.2,1.19+
sulfur_brick_slab,26.2,1.19+
sulfur_brick_stairs,26.2,1.19+
sulfur_brick_wall,26.2,1.19+
sulfur_bricks,26.2,1.19+
sulfur_slab,26.2,1.19+
sulfur_spike,26.2,1.19+
sulfur_stairs,26.2,1.19+
sulfur_wall,26.2,1.19+
sunflower,1.6.1,pre_1_8
suspicious_stew,1.14,1.13-1.15
target,1.16,1.16-1.18
terracotta,1.6.1,pre_1_8
tide_armor_trim_smithing_template,1.19.4,1.19+
tinted_glass,1.17,1.16-1.18
tnt,1.0.0,pre_1_8
tnt_minecart,1.5,pre_1_8
torch,1.0.0,pre_1_8
torchflower,1.19.4,1.19+
trapped_chest,1.5,pre_1_8
tripwire_hook,1.3.1,pre_1_8
tuff,1.17,1.16-1.18
tuff_brick_slab,1.20.3,1.19+
tuff_brick_stairs,1.20.3,1.19+
tuff_brick_wall,1.20.3,1.19+
tuff_bricks,1.20.3,1.19+
tuff_slab,1.20.3,1.19+
tuff_stairs,1.20.3,1.19+
tuff_wall,1.20.3,1.19+
turtle_helmet,1.13,1.13-1.15
turtle_scute,1.13,1.13-1.15
vex_armor_trim_smithing_template,1.19.4,1.19+
vine,1.0.0,pre_1_8
ward_armor_trim_smithing_template,1.19.4,1.19+
warped_button,1.16,1.16-1.18
warped_door,1.16,1.16-1.18
warped_fence,1.16,1.16-1.18
warped_fence_gate,1.16,1.16-1.18
warped_fungus,1.16,1.16-1.18
warped_fungus_on_a_stick,1.16,1.16-1.18
warped_hanging_sign,1.19.3,1.19+
warped_hyphae,1.16,1.16-1.18
warped_planks,1.16,1.16-1.18
warped_pressure_plate,1.16,1.16-1.18
warped_shelf,1.21.9,1.19+
warped_sign,1.16,1.16-1.18
warped_slab,1.16,1.16-1.18
warped_stairs,1.16,1.16-1.18
warped_stem,1.16,1.16-1.18
warped_trapdoor,1.16,1.16-1.18
waxed_chiseled_copper,1.20.3,1.19+
waxed_copper_bars,1.21.9,1.19+
waxed_copper_block,1.17,1.16-1.18
waxed_copper_bulb,1.20.3,1.19+
waxed_copper_chain,1.21.9,1.19+
waxed_copper_chest,1.21.9,1.19+
waxed_copper_door,1.20.3,1.19+
waxed_copper_golem_statue,1.21.9,1.19+
waxed_copper_grate,1.20.3,1.19+
waxed_copper_lantern,1.21.9,1.19+
waxed_copper_trapdoor,1.20.3,1.19+
waxed_cut_copper,1.17,1.16-1.18
waxed_cut_copper_slab,1.17,1.16-1.18
waxed_cut_copper_stairs,1.17,1.16-1.18
waxed_exposed_chiseled_copper,1.20.3,1.19+
waxed_exposed_copper,1.17,1.16-1.18
waxed_exposed_copper_bars,1.21.9,1.19+
waxed_exposed_copper_bulb,1.20.3,1.19+
waxed_exposed_copper_chain,1.21.9,1.19+
waxed_exposed_copper_chest,1.21.9,1.19+
waxed_exposed_copper_door,1.20.3,1.19+
waxed_exposed_copper_golem_statue,1.21.9,1.19+
waxed_exposed_copper_grate,1.20.3,1.19+
waxed_exposed_copper_lantern,1.21.9,1.19+
waxed_exposed_copper_trapdoor,1.20.3,1.19+
waxed_exposed_cut_copper,1.17,1.16-1.18
waxed_exposed_cut_copper_slab,1.17,1.16-1.18
waxed_exposed_cut_copper_stairs,1.17,1.16-1.18
waxed_exposed_lightning_rod,1.21.9,1.19+
waxed_lightning_rod,1.21.9,1.19+
waxed_oxidized_chiseled_copper,1.20.3,1.19+
waxed_oxidized_copper,1.17,1.16-1.18
waxed_oxidized_copper_bars,1.21.9,1.19+
waxed_oxidized_copper_bulb,1.20.3,1.19+
waxed_oxidized_copper_chain,1.21.9,1.19+
waxed_oxidized_copper_chest,1.21.9,1.19+
waxed_oxidized_copper_door,1.20.3,1.19+
waxed_oxidized_copper_golem_statue,1.21.9,1.19+
waxed_oxidized_copper_grate,1.20.3,1.19+
waxed_oxidized_copper_lantern,1.21.9,1.19+
waxed_oxidized_copper_trapdoor,1.20.3,1.19+
waxed_oxidized_cut_copper,1.17,1.16-1.18
waxed_oxidized_cut_copper_slab,1.17,1.16-1.18
waxed_oxidized_cut_copper_stairs,1.17,1.16-1.18
waxed_oxidized_lightning_rod,1.21.9,1.19+
waxed_weathered_chiseled_copper,1.20.3,1.19+
waxed_weathered_copper,1.17,1.16-1.18
waxed_weathered_copper_bars,1.21.9,1.19+
waxed_weathered_copper_bulb,1.20.3,1.19+
waxed_weathered_copper_chain,1.21.9,1.19+
waxed_weathered_copper_chest,1.21.9,1.19+
waxed_weathered_copper_door,1.20.3,1.19+
waxed_weathered_copper_golem_statue,1.21.9,1.19+
waxed_weathered_copper_grate,1.20.3,1.19+
waxed_weathered_copper_lantern,1.21.9,1.19+
waxed_weathered_copper_trapdoor,1.20.3,1.19+
waxed_weathered_cut_copper,1.17,1.16-1.18
waxed_weathered_cut_copper_slab,1.17,1.16-1.18
waxed_weathered_cut_copper_stairs,1.17,1.16-1.18
waxed_weathered_lightning_rod,1.21.9,1.19+
wayfinder_armor_trim_smithing_template,1.20,1.19+
weathered_chiseled_copper,1.20.3,1.19+
weathered_copper,1.17,1.16-1.18
weathered_copper_bars,1.21.9,1.19+
weathered_copper_bulb,1.20.3,1.19+
weathered_copper_chain,1.21.9,1.19+
weathered_copper_chest,1.21.9,1.19+
weathered_copper_door,1.20.3,1.19+
weathered_copper_golem_statue,1.21.9,1.19+
weathered_copper_grate,1.20.3,1.19+
weathered_copper_lantern,1.21.9,1.19+
weathered_copper_trapdoor,1.20.3,1.19+
weathered_cut_copper,1.17,1.16-1.18
weathered_cut_copper_slab,1.17,1.16-1.18
weathered_cut_copper_stairs,1.17,1.16-1.18
weathered_lightning_rod,1.21.9,1.19+
wet_sponge,1.8,pre_1_8
wheat,1.0.0,pre_1_8
white_banner,1.8,pre_1_8
white_bed,1.12,1.9-1.12
white_candle,1.17,1.16-1.18
white_carpet,1.6.1,pre_1_8
white_concrete_powder,1.12,1.9-1.12
white_dye,1.14,1.13-1.15
white_glazed_terracotta,1.12,1.9-1.12
white_harness,1.21.5,1.19+
white_stained_glass,1.7.2,pre_1_8
white_stained_glass_pane,1.7.2,pre_1_8
white_terracotta,1.6.1,pre_1_8
white_tulip,1.6.1,pre_1_8
white_wool,1.0.0,pre_1_8
wild_armor_trim_smithing_template,1.19.4,1.19+
wildflowers,1.21.5,1.19+
wind_charge,1.20.5,1.19+
wither_rose,1.14,1.13-1.15
wither_skeleton_skull,1.4.2,pre_1_8
wolf_armor,1.20.5,1.19+
wooden_axe,1.0.0,pre_1_8
wooden_hoe,1.0.0,pre_1_8
wooden_pickaxe,1.0.0,pre_1_8
wooden_shovel,1.0.0,pre_1_8
wooden_spear,1.21.9,1.19+
wooden_sword,1.0.0,pre_1_8
writable_book,1.3.1,pre_1_8
yellow_banner,1.8,pre_1_8
yellow_bed,1.12,1.9-1.12
yellow_candle,1.17,1.16-1.18
yellow_carpet,1.6.1,pre_1_8
yellow_concrete_powder,1.12,1.9-1.12
yellow_dye,1.0.0,pre_1_8
yellow_glazed_terracotta,1.12,1.9-1.12
yellow_harness,1.21.5,1.19+
yellow_stained_glass,1.7.2,pre_1_8
yellow_stained_glass_pane,1.7.2,pre_1_8
yellow_terracotta,1.6.1,pre_1_8
yellow_wool,1.0.0,pre_1_8
